"Candidate_Entity.id","Candidate","Num_of_Records","Total_dollar"
17661005,"CLAYTON, MARK E",0,0
17661103,"DICKSON JR, FRED DONALD",0,0
17661446,"WELLS, ARDEN",0,0
17661914,"BUTLER, STEVEN",0,0
17661989,"CHIU, DAVID YU-LIN",0,0
17662199,"CORNILLES, ROB",2234,2322438.77
17662200,"SITTON, DAVE",362,322885
17662201,"CRIDER, KENNETH E",0,0
17662202,"KAVANAGH, CAROLYN",8,6050
17662203,"CURSON, DAVID A",31,49091.56
17662207,"AHMED, SABA",0,0
17662208,"HAMMON, DOMINIC",0,0
17662209,"LETTIN, ROBERT E",0,0
17662210,"RITTER, TODD LEE",0,0
17662211,"STRITE, DAN",0,0
17662215,"BERRY, BRIAN",0,0
17662216,"HOLCOMB, J BYRON",0,0
17662217,"MORRISON, RUTH",0,0
17662218,"GERDES, STEVEN J",0,0
17662219,"CHAMPION, BOB",0,0
17662224,"WINOGRAD, MARCY",859,552621.33
17662225,"GIN, MIKE",182,183074.45
17662226,"WEBB, MIKE",83,73625
17662227,"BOBKO, PATRICK (KIT)",93,71734.74
17662229,"EISELE, STEPHEN",38,40703
17662232,"MONTANO, MARIA E",0,0
17662233,"NEWBERRY, GEORGE",7,11181
17662234,"ROOZEE, MATTHEW",0,0
17662235,"PILOT, KATHERINE",0,0
17662237,"FLAHERTY, VINCE",0,0
17662240,"LEHMANN, HELMUTH",0,0
17662241,"FASANO, TIMOTHY",0,0
17662244,"HOEPPNER, CHRISTOPHER",0,0
17662247,"MURPHY, IAN L",0,0
17727866,"DUNEC, MARK",166,165003.4
17728107,"CANCIO, MARIANA (MARILI)",65,55825.6
17738255,"DAHLKEMPER, KATHLEEN ANN (KATHY)",2058,1698269.1
17748556,"HUGYA, JOHN A",87,69465
17757294,"BERNTSEN, GARY",140,178329.3
17760809,"PATTERSON, WILLIAM RALPH",12,234420
17766024,"POTOSNAK, ED",567,349104.8
17766551,"COLLINS, NEAL ANTHONY",39,44012.77
17774125,"WALTER, ANDREW",484,469382.54
17792876,"LACOSTE, MIKE",38,5376
17808602,"SAUJANI, RESHMA M",1631,1408656.7
17810884,"RICHARDSON, ELLIOT",730,344029.75
17828299,"BREAZEALE, WILLIAM JAMES",62,51059.27
17834192,"TODD, BRUCE",0,0
17842636,"BRUMBERG, DAVID RYAN",208,226436
17856097,"RAWL, VIC",210,145882.04
17858320,"PARKER, CLARK BRADLEY",198,367877
17859890,"SHERRELL, LENDA",918,754898.23
17863064,"LEGROW, WYNNE E",174,170981.66
17869396,"SANCHEZ, THOMAS CARL (TOM)",11,759600
17872003,"GONZALEZ, VICENTE",375,2425445
17872841,"BRASOVAN, MICHAEL W",95,101625.69
17874770,"TRYON, STEPHEN PAUL",82,116132.52
17875304,"BRIDGEWATER, TIMOTHY",263,697110.97
17876885,"GOMEZ, GABRIEL E",3466,4417450
17882340,"GOLLIN, GEORGE D",579,500886.65
17883492,"PELLERIN, JOSHUA A",99,96246.22
17897163,"CRAWFORD, DENNIS P",145,36919
17903259,"ANDRE SR, LARRY S",38,52430.99
17904665,"TEAGUE, HARRY",2009,2046140.09
17909345,"GALLAGHER, MICHAEL JOHN",68,94402.27
17927917,"LEWIS, JERRY",512,674849
17927924,"DAVIS, GEOFF",1100,1341903.65
17943475,"MILHOLLAND, DOUGLAS (DOUG)",17,14946
17947540,"SCHIFF, PETER DAVID",5482,3649123.9
17947542,"MISHOU, ED",22,316860.6
17951815,"JABOUR, EVERETT",0,0
17951845,"BURNETT, DAVID",13,12825.15
17953208,"MCCALL, MATT",194,237482.39
17955566,"HALVORSON, ARTHUR L",118,191800.35
17955921,"SCHECHTER, ERIC",0,0
17958436,"ROSZELL, FRANK",5,975
17959154,"DAVIS, BILLY",5,72875.02
17959948,"LAWSON, BRENT A",46,51448
17961662,"WICHERN, MARK K",48,63091.52
17965612,"HANSEN, SHARON N",13,1041.87
17985530,"JOSLYN, JERRY",8,7557.47
17997579,"RICHARD, RUSSELL",0,0
18012977,"DOMINA, DAVID A (DAVE)",1313,751508.53
18029853,"FOGG, MATTHEW",0,0
18044179,"MOREL, EMMANUEL G",61,30154
18118238,"ROSENBERG, MIKHAIL OLIVER",95,327489.88
18132509,"CARNEY, CHRISTOPHER PAUL",1657,1608886.59
18132510,"INGERSOL, KI",87,67341.26
18132777,"LUSTER, REGINALD",25,28528.92
18176067,"SCHOLL, DAVID",101,138995.39
18211991,"GEISSINGER, GLENN A",78,69247.66
18227303,"KURTZ, ANTHONY M (TONY)",363,286320.25
18271485,"HANKS, LOREN",178,120116.36
18329441,"ZACHARY, JASON",469,155352.3
18349314,"CULP, KENNETH A",3,32523.91
18360697,"MATHIS, CHAD E",497,685143.43
18362677,"TRUAX, DOUGLAS LEE",398,333871.41
18378519,"WESLEY, THOMAS A",228,174677.29
18645596,"PUENTE-BRADSHAW, JESSICA",20,33744.02
18660320,"CLOVIS, SAM",778,313593.56
18674954,"HILL, BARON P",2119,1891513.38
18679767,"FABIANO, LEONARD J",2,37016.27
18709521,"FINCHER, JEF",47,33100.37
18710591,"CRANGLE, TOMMY",19,122253.13
18725899,"EWBANK, DAX",0,0
18764720,"FAHMY, FATIMA RITA",19,31123.5
18765739,"DIETZEL II, PAUL",543,583142.15
18912327,"EFSTRATION, C P (CHUCK)",71,56214.49
18912355,"WILSON, HOWARD L",0,0
18917280,"DEZARN, DON",0,0
18930530,"SOWERS, TOMMY",2562,1578012.86
18930553,"OBERSTAR, JAMES L",1509,1727569.91
18930562,"WU, DAVID",1364,1361275.71
18930563,"RUSSELL, WILLIAM",13539,5077498.68
18930573,"FIORINA, CARLY",15397,21546201.97
18930579,"MURRAY, PATTY",44452,29437550.72
18930590,"REID, HARRY",18655,24466767.46
18967186,"BOSTIC, CURTIS",143,322561.05
18967187,"BRYANT, RIC",22,5817
18967189,"HOFFMAN, JONATHAN",115,63209
18967190,"COLBERT BUSCH, ELIZABETH",2856,2223170.6
18967191,"FRASIER, BEN",15,31878.06
18967192,"KING, JEFF",14,4825
18967193,"KUHN, JOHN",62,743343
18967194,"LARKIN, TIM",5,11315.8
18967196,"MCCOY, PETER",88,69238
18967197,"MOFFLY, ELIZABETH",10,41630
18967198,"NASH, RAY",35,22202.09
18967200,"PINKSTON, SHAWN",0,0
18967202,"TURNER IV, ROBERT EDWARD (TEDDY)",178,475599
18968253,"CREDICO, RANDY A",35,42003.32
18974622,"COOKE, STANLEY K",43,28538
18989501,"HARE, PHIL",1293,1339567.11
19142479,"ROGERS, MARGARET H",4,3365
19221666,"HALUSZCZAK, MELISSA",91,60810.16
19253626,"SPURLINO, JIM",107,342006.68
19299084,"SICARD, GARY",0,0
19348772,"SEALS, DANIEL J",3865,2881156.89
19698248,"PRIEM, RICHARD GREGORY",4,101625
19702333,"DUNMIRE, PEG",46,302122.31
19702706,"NOHRDEN, STEVEN PATRICK",3,281953.64
19704627,"SMITH, PRINCELLA D",125,91328.22
19704629,"WALLACE, SCOTT",129,124885.15
19704634,"BOLING, DAVID",343,380619.41
19704696,"MYERS, TERRY LON",30,130012.6
19704818,"KIRKLAND, SCOTT",60,62237
19704830,"PARKER, STAR",2190,1818744.29
19704839,"FLERLAGE, JOHN",246,149604.63
19704844,"OLSCHNER, BARBARA F",119,51012.66
19704846,"STANLEY, TROY D",80,15433.07
19704848,"BIELING, ROSS",2,140000
19704853,"ST CLAIRE, WILLIAM MAVERICK",36,8789.22
19705300,"MCGLOWAN, ANGELA",99,106932.73
19705309,"JOHNSON, HAROLD NELSON",529,1076450.67
19705311,"DOCTOR, JEFF",148,111255.56
19705456,"SIPPRELLE, SCOTT",663,2125805.8
19705459,"COX, CHRISTOPHER N",578,1734623.5
19705523,"HOFFMAN, DOUGLAS L",1520,1934497.48
19705532,"TOWNE, JAKE",214,59213.67
19705551,"WITTE, STOVALL",115,157453
19705560,"LINGENFELDER JR, JOHN",94,127770.4
19705561,"PRINDLE, JIM D",48,45776.54
19705562,"COWAN, AL ETHELBERT",52,69311.45
19705604,"BEAUDRY, PAUL D",56,32734.16
19705605,"WATKINS, JAMES",402,341312.95
19705616,"BURKE, MATTHEW",39,51135.1
19707493,"SUND, SHARON",284,144382.52
19710122,"SCHERER, THOMAS E",11,4451.65
19710552,"KAGEN, STEVEN L",2139,2001756.57
19710583,"WALSH, DANA",1388,1948933.75
19711477,"DYER, JANE BALLARD",313,251293.44
19713367,"HARTMAN SR, WINK E",181,2115460.22
19717894,"GREENE, JEFF",174,22546261.95
19721981,"TOWNSEND, JAY",204,218381.89
19889190,"DREIER, DAVID",886,1160153.22
19889202,"GALLEGLY, ELTON",1256,754889.92
19889207,"MIKULSKI, BARBARA A",5685,5490130.19
19889218,"PAYNE, DONALD M",695,594165.77
19889239,"LAMBERT, LINCOLN BLANCHE",10490,12396448.69
19889248,"WOOLSEY, LYNN C",974,832513.78
19889301,"PASCRELL JR, BILL",1391,1256897.03
19889315,"GONZALES, CHARLES A",754,916600.96
19889343,"MARSHALL, JIM",1353,1465190.4
19889347,"KIRK, MARK STEVEN",24194,25651449.46
19889367,"BEAN, MELISSA",1536,1948100.4
19889388,"DEMINT, JIM",9178,6943311.45
19889415,"MELANCON, CHARLIE",3402,3756148.88
19889433,"BOREN, DAN",1313,1503209.47
19889458,"JOHNSON JR, HENRY C (HANK)",575,576452.29
19889467,"HAZE, STEVEN",11,12928
19889472,"BOARDMAN, CHRISTOPHER C",0,0
19889509,"MEAGHER, PATRICK",297,42550.05
19889525,"LAWSON, WILLIAM (BJ)",672,466447.22
19889554,"GERMOND, JAYNEE L",24,15853.68
19889560,"JENERETTE, KATHERINE",6,4411.73
19889590,"KUMAR, VIJAY",0,0
19889609,"MORAN, JERRY",12109,13031918.62
19889632,"STERN, SHAWN",2,400
19889641,"KROM, BETH",1095,791871.26
19889643,"POUGNET, STEVE",2685,2155901.48
19889654,"BUSBY, FRANCINE",1366,601194.5
19889667,"PETRONIS, JOE",22,36285
19889694,"KENNEDY, REED MAUREEN",1333,804080.14
19889709,"MCCLUNG, RUTH",720,716368.36
19889711,"CHERRY, JEFF",22,11496.66
19889712,"BUCCHIANERI, RYAN",94,33138.27
19889715,"YOST, MICHAEL (MIKE)",220,154646.14
19889724,"MILLER, ROB",4122,2985537.37
19889726,"LEWIS, KEN",1798,529410.1
19889739,"IRION, VAN",86,106796.48
19889770,"BOZEMAN, MARTHA",52,35566.71
19889785,"GREEN, DICK",135,619149.94
19889824,"RYSAVY, JOHNTIMOTHY(REZ)",76,64873.42
19889827,"LIGHTNER, PATRICIA",151,109156.89
19889839,"KRAUSE, JOHN",183,57596.14
19889853,"BERRYHILL SR, MICHAEL CLARE",266,341755.02
19889880,"STRONG, DONALD (DON)",0,0
19889940,"FERRIN, RON L",20,11749
19889945,"GERRITZEN, STEVEN J",226,141640.89
19889950,"SEAVER, JEANNE",63,42534.75
19889961,"DEE ADCOCK, CARSON",654,1229175.16
19889976,"LINDSEY JR, JOHN W",12,13530
19889977,"GLISSMEYER, DAVE",17,8985.86
19889980,"CONLIN, ROXANNE",2770,3653198.55
19889990,"CATES, CHRIS",293,479432.73
19889991,"FEIN, MATTIE",43,171418.04
19890000,"MOLLOHAN, ALAN B",879,858712.63
19890001,"ACKERMAN, GARY L",771,1050407.73
19890004,"SKELTON, IKE",2823,2956494.58
19890006,"YOUNG, C W BILL",496,687308.76
19890007,"LEAHY, PATRICK",56219,9142545.01
19890015,"TIERNEY, THOMAS P",5,6751
19890019,"TAYLOR, GENE",996,1146969.31
19890023,"PREVIDI, ROBERT",5,1763.25
19890024,"STEARNS, CLIFFORD B (CLIFF)",671,666763.7
19890042,"BROWN, CORINNE",768,923444.11
19890044,"CARROLL, JERRY LEON",17,340
19890045,"SPECTER, ARLEN",16455,11587223.26
19890050,"SOUDER, MARK EDWARD",808,546977.03
19890056,"FARR, SAM",691,687904.68
19890076,"CRAPO, MIKE",27796,10437085.7
19890086,"SCHUMER, CHARLES E (CHUCK)",23021,38362091.58
19890092,"LEYVA, MARK J",75,24429.67
19890093,"INGLIS, BOB",713,614845.23
19890106,"TURNER, MIKE",774,753103.19
19890114,"SODREL, MICHAEL E (MIKE)",219,240882.02
19890118,"MCINTYRE, DAVID H",123,160727.74
19890121,"VITTER, DAVID",14112,12083242.53
19890126,"ZIRKLE, TONY",0,0
19890128,"WOLFE, JOHN",0,0
19890141,"SHULER, HEATH",987,1298106.42
19890142,"WEBER, CRAIG",2,2181
19890148,"STROHM, JAMES ARTHUR",22,5766.13
19890154,"CASH, ARTIS",15,5473.32
19890155,"WALLACE, STEPHEN P",0,0
19890159,"KRATOVIL JR, FRANK M",3366,2571021.12
19890161,"MARKEY, ELIZABETH (BETSY)",5278,3583168.37
19890162,"SMITH, PAUL A",69,20656.1
19890163,"HEDRICK, BILL",1116,542101.35
19890165,"BURNS, ROBERT J",0,0
19890166,"HARPER, SCOTT",1216,645477.16
19890167,"CARTER, JOHN",0,0
19890172,"MINNICK, WALT",2545,2578199.93
19890175,"POWERS, DAN",90,84065
19890176,"DESHEFY, G SCOTT",14,2369
19890178,"CROWLEY II, DAVID C",9,2185.98
19890179,"NYE III, GLENN C",2149,2225471.15
19890183,"WHITE, BARB DAVIS",37,19586.27
19890184,"RENNEISEN, PAUL FRANCIS",7,18529.19
19890186,"MURPHY, JUSTIN MICHAEL",28,18122
19890187,"WINKLER, ED",250,89423.16
19890188,"COOK, RICHARD",0,0
19890189,"BRIGHT SR, BOBBY NEAL",1369,1444379.28
19890190,"MOROVICH, GEORGE",34,30775
19890191,"KALEMKARIAN, TIM",0,0
19890192,"SCHNEIDER, REBECCA",0,0
19890193,"HOLBERT, JAMES E (JIM)",119,9152.64
19890196,"GLADING, DALE M",132,64803.37
19890197,"CURNOCK, ROBERT JOHN",176,174644.36
19890198,"STRATEN, ROLAND",171,168750
19890199,"GENTRY, LEE",4,5318.88
19890200,"BALDAUF, DON",2,13700
19890201,"SMITH, TRACEY",16,3405.82
19890202,"PARNELL, JEFF",0,0
19890204,"FERRELL, LEE",28,3555.3
19890207,"LEE, CHRISTOPHER J",1814,1563403.61
19890209,"BERNEY, ELIZABETH",62,40728
19890210,"JENNINGS, RODGER W",5,445.89
19890213,"DIBS, NICHOLAS",26,29077.13
19890216,"WASINGER, ROB",1320,676628.72
19890217,"PRICE, DARLENE F",76,25077
19890219,"VASQUEZ, ISRAEL",0,0
19890220,"REICHEL, MATTHEW",0,0
19890222,"EMBLEM, TRACY",281,153174.48
19890223,"FRIEDMAN, MATT",43,17160.35
19890224,"JAGLA, STAN",11,2371
19890225,"DEAKIN, JIM",171,100342.48
19890227,"SMITH JR, C L (CHUCK)",126,90636.07
19890228,"WILLIAMS, ANDRE L",231,176260
19890233,"PULIDO, ROSANNA",27,27380.44
19890235,"MCDONALD, DENNIS",1994,333255.13
19890236,"EVANS, DAVID L",224,92351.25
19890237,"CHRISTOPHER, TEX",33,14294
19890238,"GOBBLE, TIM",156,108161.81
19890239,"MAZZAPICA, FRANK (MAZZ)",15,15050
19890241,"RUSSELL, TYLER",19,8537.68
19890242,"DAVIS, REBEKAH",121,46980.86
19890243,"AUGHNEY, SCOTT EUGENE",9,700
19890244,"BOLDRA, SUE(HOLLOWAY)",59,53315.14
19890245,"LUKSIK, K PEG",1309,766482.32
19890246,"WALTZ, JOHN",859,442081.11
19890249,"NEWELL, FELTON",260,112156.48
19890252,"CLARK, J CASEY",136,99532.35
19890254,"MEERS JR, HENRY W",18,13120
19890255,"PICCILLO, JAMES (JIM)",255,144755.74
19890256,"CAMPBELL, CARROLL",375,305390
19890257,"LOUGHLIN II, JOHN J",825,638465.9
19890258,"CASTILLO, DAVID B",366,246117.19
19890259,"GIBSON, SHIRLEY",415,192159
19890261,"SMOOT, SHELIA",570,230990.62
19890262,"WILSON, CHUCK",192,192470.9
19890264,"ZADEK, ROBERT L (BOB)",5,1550
19890265,"COOPER, JOHN",44,39878.5
19890266,"MCKENNA, KEN",3,11200.44
19890271,"STOCKTON, DAN",49,2832.89
19890273,"DURRANCE, NEIL L",175,104060.09
19890276,"GOSS, ANDY",20,11581.75
19890279,"WISDOM, JEFF",46,20100.94
19890280,"SAKALOSKY, MATT",39,27095.62
19890281,"FLEITMAN, JAY S",136,152403.22
19890284,"SMITH, CARL",85,54988.84
19890287,"REED, MARK",113,106267.49
19890288,"PHILLIP, LES",1347,933513.58
19890289,"RAY, CARL",9,2860
19890292,"MILLER, BRIAN",253,205361.32
19890294,"ORTIZ, MIGUEL ANTONIO",27,167373.3
19890297,"RIGGS, CHRIS",30,18836
19890298,"SWEENEY, MAURICE M",56,163622.68
19890300,"GRANATO, SAM F",329,278869.14
19890301,"CLOWARD, JEREMY",0,0
19890302,"LOWRY, ROBERT",133,87378.49
19890305,"MAULBECK, ED C",71,42037.3
19890307,"MELNICK, LAINEY",77,34059.67
19890308,"TEGERDINE, JOE",135,74587.08
19890309,"DE PALMA, ANITA",0,0
19890310,"COLLINGS, STEPHEN W",4,86.26
19890312,"SMITH, ROBIN",914,716939.83
19890314,"DOBBS, ROBERT",0,0
19890318,"BEAUCHAMP, BRADLEY",118,135328
19890319,"FLANIGAN, RICK",17,3799.43
19890320,"HEATON, JEREMIAH D",9,23306.67
19890323,"SNITKER, ALEXANDER ANDREW",62,41725.04
19890327,"DAVID, ARI",42,42453.93
19890328,"ANDERSON, JIM",112,50608.16
19890329,"MANN, GARY DEWITT",8,7265
19890332,"MCKAIN, PAUL C",44,49356.42
19890335,"GAUSE, LARRY",21,3700
19890336,"MOORE, DARRELL L",36,45424.44
19890337,"ASCOT, JIM",78,57653.21
19890338,"HALL, CINDY",0,0
19890340,"CALLAHAN, JOHN B",2380,1985039.06
19890341,"DENKLAU, MIKE",53,32971.45
19890343,"DAY, DARRELL",12,25789.44
19890344,"DUERR, JAMES",69,51321.6
19890345,"WALL, GERALD D",18,11019.97
19890346,"MERKLE, ROB",451,109246.86
19890350,"HAYES, ISAAC C",90,74663.94
19890352,"SKOCH, BERNIE",106,71282.51
19890353,"KELLER, DOUGLAS FITZGERALD",23,20352.29
19890355,"BROOKS, PAULA",2407,1443027.25
19890356,"LOLLAR, CHARLES",867,578227.82
19890357,"LOWERY, DONALD (DON)",31,39561
19890359,"HUGHES, PATRICK J",283,623992.06
19890361,"LONG, DEON",82,161220.77
19890363,"HOFFMAN, BILL",36,14808.31
19890365,"JANES, DONN",175,46227.5
19890366,"HENDRY, EDDIE",93,68597
19890367,"KUZMANICH, JOHN",147,107334.28
19890368,"ARRINGTON, JOHN",96,35815
19890372,"PANEC, MARIE T",32,26096.28
19890374,"KELLY, MATTHEW E",0,0
19890375,"MAGAR, KRISTIAN LEE",60,21679.27
19890376,"VERGA, LAURENCE PAUL",117,262404.32
19890379,"BEHNEY, RICHARD",130,76568.2
19890380,"HOFFMAN, DAVID",1711,1772512
19890382,"MCPADDEN, MIKE G",60,159131.26
19890383,"KIDD, MORTON FEDA",134,88516.44
19890385,"BAGWELL, TIM",77,17744.91
19890386,"OBRIEN, COREY D",806,381167.3
19890388,"QUINTER, JOSHUA C",30,28181
19890390,"POLLAK, JOEL BARRY",1005,663262.43
19890391,"PAGE, BRENDA",41,17259.38
19890392,"CONNOLLY, DAN",443,351003.57
19890394,"THOMAS, KATHLEEN",111,31001
19890395,"FISCHER, ANNE N",0,0
19890397,"HADLEY, R J",10,12101.56
19890398,"RODRIGUEZ, MARIA",139,112665.52
19890402,"WILKINSON, RANDY",42,36943.69
19890404,"MCGROARTY, LEE",26,47902.6
19890406,"MARTIN-BACK, TERRY",5,8105
19890408,"BOYD SR, KENNETH C",117,116478.74
19890412,"IGLESIAS, CECILIA (CECI)",90,78032.2
19890413,"SANDERS, RYAN S",294,30148.32
19890414,"WEIDER JR, FREDDIE JOHN",15,9722
19890416,"LORD-LEUTWYLER, BRADLEY K",0,0
19890418,"KESTERSON, PETE",77,49796
19890419,"FANELLI, DAN",78,64208.35
19890421,"FREILICH, DANIEL",129,88167.93
19890423,"MCCONNELL, ROBERT M",153,177191.48
19890424,"STARK, THOMAS",59,15799.76
19890425,"MILLER, JACKIE",18,6335
19890426,"BEVERIDGE, DIRK W",151,203668.75
19890429,"BUNTYN, TONY",86,49404.51
19890430,"OTJEN, A J",19,25114.1
19890431,"HAMANN, PAUL",10,5713.84
19890437,"SUOMINEN, TERRY",16,5004
19890438,"SCHOCK, CLAYTON",0,0
19890439,"MOISE, RUDOLPH (RUDY)",1042,1315782.47
19890443,"STORY, ERIC",45,7344.37
19890446,"WOODEN, JUSTIN P",8,4735.67
19890447,"KOLOSSO, TODD P",192,175545
19890449,"DAVIS, TIM",47,23462.61
19890450,"FROYD, MERLIN",49,36824.54
19890451,"MULLINS, THOMAS E",407,385258.88
19890452,"HAUSMAN, LARRY",48,40901.71
19890453,"BESCO, TIM",21,45936
19890454,"BRIDGES II, EDWARD STAFFORD",26,137448.59
19890455,"GRANEY, TIMOTHY M",36,95388.07
19890456,"WEAVER, C MASON",52,41266.5
19890457,"SMITH, DAVID W",0,0
19890458,"FLUTIE, ROBERT A",76,55103.84
19890459,"PLUMMER, GLENN",40,54988.65
19890460,"MARSHALL, ROBERT",10,114500
19890461,"MIRANDA, PATRICK",22,18198.02
19890463,"MEFFERT, JIM",830,525374.8
19890464,"CLARK, LEONARD",0,0
19890465,"MUJICA, JORGE",7,12668
19890466,"GILLENWATER, (DOC) WILLIAM",0,0
19890470,"MACKELL JR, RONALD (RON)",8,19053.8
19890474,"MCCORMICK, TERRI",127,193506.75
19890475,"GIBBONS, JIM",556,438575.46
19890481,"FAULKNER, MICHEL J",204,221167.65
19890485,"BERRY, MATTHEW B",278,177030.73
19890488,"STOCKDALE, DAVE",93,82924.81
19890494,"ROACH, JAMES LLOYD",140,65027.44
19890499,"TROYER, PHILLIP J (PHIL)",23,41101.94
19890556,"HOFFMAN, IRA",38,6963.82
19890566,"SMELTZER, MICHAEL",62,176165
19890572,"POMBO, RICHARD W",755,765973.82
19890575,"DAVIDSON, JOHN A",182,155123.07
19890588,"PRENDERGAST, MIKE",668,509917.15
19890610,"LEE, MIKE",12581,7182171.13
19890614,"CAMPBELL, TOM",2641,2606935.06
19890644,"PRINCE, DAVID",0,0
19890657,"HAYWORTH, J D",5173,3007702.8
19890675,"HUFFMAN, DAN",57,42381.56
19890677,"HERRITY, PATRICK S",587,511308.29
19890685,"GALL, ANDREW CHARLES",0,0
19890698,"ARNOLD, KEN",65,19788.4
19890699,"JARACZEWSKI, JOE",11,12334.1
19890702,"LEVENSON, PATRICIA VANGILDER",22,33865.74
19890711,"HOWIE, MITCHELL J",82,74354.97
19890743,"PHILPOT, MORGAN",277,384466.7
19890769,"OBERER, RENE L",12,7530
19890802,"VON SONN, ANDREW VSEVOLOD",0,0
19890803,"RAMSAY, PUANANI WHARTON",62,31042.38
19890804,"VANDEVENTER, CLARK",123,90848.19
19890825,"BABICH, MICHAEL",15,5272.83
19890879,"MADDEN, ARTHUR JOHN",0,0
19890886,"LITTLE, FENN",130,107319.44
19890888,"TUBBS, RICK",627,107444.73
19890898,"SCOTT, MARVIN B",130,228901.04
19890906,"LAREAU, ALAIN",0,0
19890923,"PRATT, JIM",194,46038.46
19890931,"LEMING, BEN",104,79451.71
19890933,"STEPHENS, DEMPSEY",9,1850
19890946,"MYER, HARLEY",8,8820
19890958,"WAUGH JR, RICK E",340,148139.74
19890981,"SELLERS, PATRICK HENRY",16,17056.7
19890984,"MILO, DONNA",54,58760.61
19890987,"ALSFELDER, DEBBI",15,16829
19890989,"TAYLOR, STEVE",1,115
19890992,"SHORT, BRENDA FREEMAN",17,12974.37
19891052,"BEAMAN, MARC A",10,75824.15
19891061,"BLANK, ROGER S",33,2762.72
19891068,"BERRYHILL, DIANNE",12,10590.16
19891079,"STEFFEN, PHILLIP J (PJ)",15,5812.72
19891095,"TACK, JON",0,0
19891102,"DOWNER, HUNT",728,740753.67
19891116,"NOLAN, DAVID F",32,8948.67
19891118,"KONE, SUSAN L",40,42795.82
19891126,"MCADAMS, SCOTT T",1822,1295059.92
19891130,"LOVE, MARDINI CALEB",5,2131.42
19891153,"CONNERS, TOM",0,0
19891157,"WEAVER, THOMAS J M",37,38251.78
19891208,"BOWEN, MORGAN E",22,11445
19891216,"GROCE, ROB",17,9788.53
19891220,"REED, CLIFFORD JEFFERY (JEFF)",0,0
19894791,"BURTON, ROBERT D",54,90737.87
19894792,"BEAN, BOBBIE",4,11634
19894793,"DEATRICH, FRANK",0,0
19894794,"HEDRICK, DAVID W",27,41108.45
19894795,"WARDELL, MICHAEL",0,0
19894796,"WORTHY, ANN",44,4565
19894798,"HIRNER, DEIRDRE (DK)",206,135759.18
19894799,"MCKELVEY, JAMES K (JIM)",52,300558.01
19894800,"HAUGHTON, BRIAN P",4,15237
19894802,"WALLER, MICHELE",22,13120.4
19894803,"BRODEN, STEPHEN E",885,678260.67
19894804,"GARZA, DANIEL",92,19459
19894805,"LARKINS, CHAD",3,450
19894806,"COBB, MARCK R",28,28040.11
19894807,"CHAVEZ, DANIEL",82,9406.42
19894808,"BOYD, WILL",44,59106.88
19894809,"HENDERSON, M E",30,36888
19894810,"FRISBEE, MICHAEL",6,6751
19894812,"WILSON, ANDY",349,51570.8
19894813,"CARTER, LISBETH (LIZ)",267,116530.57
19894814,"REES, MARK R",28,89609.24
19894815,"WEIMAN, MARK M",0,0
19894816,"BUDDE, JAMES R",4,3639.42
19894818,"STRINGER, MACLYN (MAC)",6,724.1
19894819,"SAGER, JASON",147,65937.85
19894821,"BARBER, RICK",184,143772.41
19894825,"BERTROCHE, PAT",36,6555
19894828,"CONWAY, DAVIS",6,4005.22
19894829,"LOFLAND, EARL R",2,545
19894830,"WARNER, MAC",274,231398.55
19894832,"BANNEN, DAVE",5,1235
19894833,"ZUKOWSKI, ANDREW G",0,0
19894834,"LOFTMAN, BERT",11,-22805.71
19894836,"DROWN, TREVOR",49,41211.62
19894837,"LOWE, BENJAMIN S",99,65802.54
19894838,"BEARD JR, JOHN MARTIN",4,40981
19894840,"BAILEY, JACK",243,256810.1
19894841,"BRITTON, LEN",261,226356.65
19894842,"SMITH, DAVID",2,1050
19894843,"JONES, JAMES",0,0
19894844,"PURL, DOUG (LA PERLA)",9,9215.93
19894845,"BARRON, PATRICK J",3,3167
19894846,"LANDRY, JEFF",1066,1435189.03
19894847,"MORALES, ROY",327,294185.36
19894848,"KOWERT, JOSHUA",15,7753
19894849,"COCHRAN, WINSTON",16,19685.81
19894851,"TATNER, JOSEPH LANCE",0,0
19894852,"JOHNSON, JARVIS D",42,49373.36
19894854,"JORDAN, JACK EDWARD",56,112226
19894856,"SCHOPPE, STEPHEN",20,22487.18
19894857,"LYONS, ANDY",24,7224.81
19894858,"WITHERS, SCOTT",23,14569.67
19894859,"WEST, BRUCE",0,0
19894860,"PRUETT, ROBERT",45,28007.56
19894863,"NEWMAN, GREGORY A",28,44195
19894864,"STRACK, ALAN",19,5398.48
19894865,"HARRISON, VERNON M",15,24976.03
19894866,"ANKRUM, TED",23,22954.24
19894868,"JACOBS, GREGORY S",0,0
19894869,"ROBERTS, SEAN",0,0
19894870,"GOLDSTEIN, SHELDON",13,59025
19894871,"LAKE, RICHARD G",41,62448.48
19894873,"KUEBER, MIKE",2,-1040.81
19894874,"UNDERWOOD, BRYAN",225,150862.34
19894877,"HARTLINE, JEFFERY ALAN",313,294964.97
19894878,"NGALAMULUME, KANDE",36,25614.22
19894879,"BELLIS, JOSEPH(JOE) K",0,0
19894882,"TAYLOR, ROB",6,6287.94
19894883,"BAKER, SCOTT",29,7674
19894884,"DIXON, SHARON DENISE",56,37266
19894886,"GONZALEZ, EDWARD",33,35092.76
19894887,"PORTER, CRAIG",14,18509.06
19894890,"BROWN, DALE E",7,2105.77
